"drug"	"disease"	"probs"	"Drug name"	"OMIM disease name"
"DB00724"	"252320"	"0.695848985"	"Imiquimod"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00619"	"231200"	"0.692285406"	"Imatinib"	"Bernard-Soulier Syndrome; Bss"
"DB00619"	"147480"	"0.691855301"	"Imatinib"	"Cholestasis, Intrahepatic, Of Pregnancy; Icp"
"DB01050"	"606798"	"0.691256331"	"Ibuprofen"	"Blepharospasm, Benign Essential"
"DB00999"	"600263"	"0.690722463"	"Hydrochlorothiazide"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00724"	"182000"	"0.689684243"	"Imiquimod"	"Keratosis, Seborrheic"
"DB00999"	"158280"	"0.689395183"	"Hydrochlorothiazide"	"Motion Sickness"
"DB01005"	"145500"	"0.689305341"	"Hydroxyurea"	"Hypertension, Essential"
"DB00328"	"277440"	"0.688824868"	"Indomethacin"	"Vitamin D-Dependent Rickets, Type 2A; Vddr2A"
"DB01181"	"133239"	"0.688183624"	"Ifosfamide"	"Esophageal Cancer"
"DB00999"	"109350"	"0.686089692"	"Hydrochlorothiazide"	"Gastroesophageal Reflux"
"DB00328"	"103100"	"0.685327404"	"Indomethacin"	"Adie Pupil"
"DB00999"	"131300"	"0.684486015"	"Hydrochlorothiazide"	"Camurati-Engelmann Disease"
"DB00328"	"147480"	"0.684466"	"Indomethacin"	"Cholestasis, Intrahepatic, Of Pregnancy; Icp"
"DB00458"	"602068"	"0.683022914"	"Imipramine"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB01005"	"188050"	"0.680890301"	"Hydroxyurea"	"Thrombosis, Susceptibility To"
"DB00328"	"134750"	"0.680888474"	"Indomethacin"	"Felty Syndrome"
"DB00328"	"107650"	"0.680369996"	"Indomethacin"	"Apnea, Obstructive Sleep"
"DB01050"	"164230"	"0.678867803"	"Ibuprofen"	"Obsessive-Compulsive Disorder; Ocd"
"DB01050"	"127350"	"0.678280757"	"Ibuprofen"	"Dyschondrosteosis And Nephritis"
"DB00619"	"175100"	"0.678063825"	"Imatinib"	"Adenomatous Polyposis Of The Colon; Apc"
"DB00328"	"304790"	"0.677310964"	"Indomethacin"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00328"	"150699"	"0.674655672"	"Indomethacin"	"Leiomyoma, Uterine; Ul"
"DB00328"	"102500"	"0.67431725"	"Indomethacin"	"Acroosteolysis With Osteoporosis And Changes In Skull And Mandible"
"DB01050"	"125310"	"0.673675388"	"Ibuprofen"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB01050"	"176800"	"0.672683152"	"Ibuprofen"	"Pronation-Supination Of The Forearm, Impairment Of"
"DB01005"	"138800"	"0.669266771"	"Hydroxyurea"	"Goiter, Multinodular 1; Mng1"
"DB00328"	"602080"	"0.668057444"	"Indomethacin"	"Paget Disease Of Bone; Pdb"
"DB01005"	"226150"	"0.667863407"	"Hydroxyurea"	"Enterocolitis"
"DB01050"	"259660"	"0.66757978"	"Ibuprofen"	"Osteomalacia, Sclerosing, With Cerebral Calcification"
"DB00619"	"189800"	"0.666739162"	"Imatinib"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00999"	"125850"	"0.666341548"	"Hydrochlorothiazide"	"Maturity-Onset Diabetes Of The Young, Type 1; Mody1"
"DB01020"	"157300"	"0.664579098"	"Isosorbide Mononitrate"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00328"	"190310"	"0.664521108"	"Indomethacin"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB01005"	"170900"	"0.664050579"	"Hydroxyurea"	"Pernicious Anemia"
"DB00328"	"601665"	"0.663098344"	"Indomethacin"	"Obesity"
"DB01005"	"246300"	"0.662989049"	"Hydroxyurea"	"Leprosy, Susceptibility To, 3; Lprs3"
"DB00999"	"166710"	"0.66109882"	"Hydrochlorothiazide"	"Osteoporosis"
"DB00619"	"133239"	"0.66060996"	"Imatinib"	"Esophageal Cancer"
"DB00808"	"167870"	"0.659700543"	"Indapamide"	"Panic Disorder 1; Pand1"
"DB00328"	"255900"	"0.65969198"	"Indomethacin"	"Myxedema"
"DB01181"	"600807"	"0.656812912"	"Ifosfamide"	"Asthma, Susceptibility To"
"DB00619"	"109800"	"0.65564345"	"Imatinib"	"Bladder Cancer"
"DB00328"	"160300"	"0.654161444"	"Indomethacin"	"Myopathy, Distal, With Onset In Infancy"
"DB00328"	"109800"	"0.654088853"	"Indomethacin"	"Bladder Cancer"
"DB00710"	"119500"	"0.652813902"	"Ibandronate"	"Popliteal Pterygium Syndrome; Pps"
"DB00328"	"608622"	"0.651589113"	"Indomethacin"	"Hypertension, Diastolic, Resistance To"
"DB00619"	"144110"	"0.651403028"	"Imatinib"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00328"	"115000"	"0.650256502"	"Indomethacin"	"Cardiac Arrhythmia"
"DB01181"	"605839"	"0.649801576"	"Ifosfamide"	"Leiomyomatosis And Renal Cell Cancer, Hereditary"
"DB01050"	"102100"	"0.649701426"	"Ibuprofen"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB01050"	"103100"	"0.64950584"	"Ibuprofen"	"Adie Pupil"
"DB00328"	"174800"	"0.648233123"	"Indomethacin"	"Mccune-Albright Syndrome; Mas"
"DB00557"	"158280"	"0.647964583"	"Hydroxyzine"	"Motion Sickness"
"DB00328"	"606798"	"0.647421615"	"Indomethacin"	"Blepharospasm, Benign Essential"
"DB00999"	"102100"	"0.647330679"	"Hydrochlorothiazide"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB01029"	"208550"	"0.646598486"	"Irbesartan"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00808"	"145500"	"0.645867388"	"Indapamide"	"Hypertension, Essential"
"DB00458"	"190310"	"0.64574578"	"Imipramine"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00328"	"208300"	"0.645577923"	"Indomethacin"	"Ascites, Chylous"
"DB01181"	"137215"	"0.645506162"	"Ifosfamide"	"Gastric Cancer"
"DB00328"	"178600"	"0.645422308"	"Indomethacin"	"Pulmonary Hypertension, Primary, 1; Pph1"
"DB01029"	"600807"	"0.644790658"	"Irbesartan"	"Asthma, Susceptibility To"
"DB00328"	"192000"	"0.64273811"	"Indomethacin"	"Uterine Anomalies"
"DB00328"	"240400"	"0.642553533"	"Indomethacin"	"Hypoascorbemia"
"DB00999"	"600496"	"0.641763422"	"Hydrochlorothiazide"	"Maturity-Onset Diabetes Of The Young, Type 3; Mody3"
"DB01050"	"131300"	"0.640862653"	"Ibuprofen"	"Camurati-Engelmann Disease"
"DB01181"	"147530"	"0.640484631"	"Ifosfamide"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00619"	"144700"	"0.639602992"	"Imatinib"	"Renal Cell Carcinoma, Nonpapillary; Rcc"
"DB00710"	"259050"	"0.638486031"	"Ibandronate"	"Ossified Ear Cartilages With Mental Deficiency, Muscle Wasting, And"
"DB01275"	"157300"	"0.638064795"	"Hydralazine"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01181"	"143465"	"0.635210116"	"Ifosfamide"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00328"	"125700"	"0.634684491"	"Indomethacin"	"Diabetes Insipidus, Neurohypophyseal"
"DB00619"	"114580"	"0.632610727"	"Imatinib"	"Candidiasis, Familial, 1; Candf1"
"DB00808"	"208550"	"0.631985507"	"Indapamide"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00328"	"153880"	"0.631662747"	"Indomethacin"	"Macular Edema, Cystoid"
"DB00557"	"157300"	"0.631660905"	"Hydroxyzine"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01181"	"254450"	"0.631657183"	"Ifosfamide"	"Myelofibrosis"
"DB01005"	"181460"	"0.631253233"	"Hydroxyurea"	"Schistosoma Mansoni Infection, Susceptibility/Resistance To"
"DB01005"	"259500"	"0.63110721"	"Hydroxyurea"	"Osteogenic Sarcoma"
"DB01050"	"110100"	"0.629181007"	"Ibuprofen"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB01020"	"147530"	"0.62860302"	"Isosorbide Mononitrate"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00619"	"114500"	"0.627508723"	"Imatinib"	"Colorectal Cancer; Crc"
"DB00619"	"145500"	"0.627344021"	"Imatinib"	"Hypertension, Essential"
"DB01005"	"144650"	"0.624729962"	"Hydroxyurea"	"Hyperlipoproteinemia, Type V"
"DB00328"	"175100"	"0.624134809"	"Indomethacin"	"Adenomatous Polyposis Of The Colon; Apc"
"DB01275"	"188050"	"0.623607748"	"Hydralazine"	"Thrombosis, Susceptibility To"
"DB01005"	"179600"	"0.623203868"	"Hydroxyurea"	"Raynaud Disease"
"DB00328"	"225740"	"0.623198056"	"Indomethacin"	"Encephalopathy, Axonal, With Necrotizing Myopathy, Cardiomyopathy,"
"DB00557"	"167870"	"0.621152065"	"Hydroxyzine"	"Panic Disorder 1; Pand1"
"DB01020"	"189800"	"0.620886065"	"Isosorbide Mononitrate"	"Preeclampsia/Eclampsia 1; Pee1"
"DB01275"	"167870"	"0.620794583"	"Hydralazine"	"Panic Disorder 1; Pand1"
"DB00328"	"146110"	"0.617647384"	"Indomethacin"	"Hypogonadotropic Hypogonadism"
"DB01050"	"153880"	"0.617242897"	"Ibuprofen"	"Macular Edema, Cystoid"
"DB00808"	"125850"	"0.616681243"	"Indapamide"	"Maturity-Onset Diabetes Of The Young, Type 1; Mody1"
"DB00999"	"175100"	"0.616513677"	"Hydrochlorothiazide"	"Adenomatous Polyposis Of The Colon; Apc"
"DB01181"	"137800"	"0.615793451"	"Ifosfamide"	"Glioma Susceptibility 1; Glm1"
"DB00619"	"191390"	"0.615650709"	"Imatinib"	"Inflammatory Bowel Disease 11; Ibd11"
"DB00619"	"140850"	"0.615328901"	"Imatinib"	"Hemangiomas, Cavernous, Of Face And Supraumbilical Midline Raphe"
"DB01181"	"171300"	"0.615190668"	"Ifosfamide"	"Pheochromocytoma"
"DB01050"	"200170"	"0.614238118"	"Ibuprofen"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB00999"	"304790"	"0.613386916"	"Hydrochlorothiazide"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00808"	"179600"	"0.611923984"	"Indapamide"	"Raynaud Disease"
"DB00999"	"217150"	"0.611821244"	"Hydrochlorothiazide"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00619"	"181460"	"0.61162167"	"Imatinib"	"Schistosoma Mansoni Infection, Susceptibility/Resistance To"
"DB00710"	"190300"	"0.611199804"	"Ibandronate"	"Tremor, Hereditary Essential, 1; Etm1"
"DB01029"	"600263"	"0.61104926"	"Irbesartan"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00557"	"190400"	"0.61025546"	"Hydroxyzine"	"Trigeminal Neuralgia"
"DB01050"	"109350"	"0.609882339"	"Ibuprofen"	"Gastroesophageal Reflux"
"DB00808"	"600496"	"0.609677576"	"Indapamide"	"Maturity-Onset Diabetes Of The Young, Type 3; Mody3"
"DB00328"	"125850"	"0.609649182"	"Indomethacin"	"Maturity-Onset Diabetes Of The Young, Type 1; Mody1"
"DB01005"	"231200"	"0.609529445"	"Hydroxyurea"	"Bernard-Soulier Syndrome; Bss"
"DB00328"	"226150"	"0.608596135"	"Indomethacin"	"Enterocolitis"
"DB01029"	"184700"	"0.607151316"	"Irbesartan"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB01181"	"138800"	"0.606707206"	"Ifosfamide"	"Goiter, Multinodular 1; Mng1"
"DB01050"	"133600"	"0.606686259"	"Ibuprofen"	"Exostoses Of Heel"
"DB01050"	"208550"	"0.606214211"	"Ibuprofen"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB01020"	"600263"	"0.606020289"	"Isosorbide Mononitrate"	"Helicobacter Pylori Infection, Susceptibility To"
"DB01050"	"225740"	"0.605170748"	"Ibuprofen"	"Encephalopathy, Axonal, With Necrotizing Myopathy, Cardiomyopathy,"
"DB01050"	"136200"	"0.60482548"	"Ibuprofen"	"Flushing Of Ears And Somnolence"
"DB01020"	"252320"	"0.603387918"	"Isosorbide Mononitrate"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00270"	"145500"	"0.602989841"	"Isradipine"	"Hypertension, Essential"
"DB00808"	"600082"	"0.602574109"	"Indapamide"	"Prostatic Hyperplasia, Benign; Bph"
"DB00999"	"171300"	"0.600272611"	"Hydrochlorothiazide"	"Pheochromocytoma"
"DB00710"	"602080"	"0.599402683"	"Ibandronate"	"Paget Disease Of Bone; Pdb"
"DB00328"	"181000"	"0.598898536"	"Indomethacin"	"Sarcoidosis, Susceptibility To, 1; Ss1"
"DB00328"	"192200"	"0.5987409"	"Indomethacin"	"Varicose Veins"
"DB00619"	"237500"	"0.598608849"	"Imatinib"	"Dubin-Johnson Syndrome; Djs"
"DB01029"	"157300"	"0.597120014"	"Irbesartan"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01050"	"217150"	"0.594265773"	"Ibuprofen"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00808"	"109350"	"0.593753774"	"Indapamide"	"Gastroesophageal Reflux"
"DB01005"	"600634"	"0.592580509"	"Hydroxyurea"	"Pituitary Adenoma, Prolactin-Secreting"
"DB00999"	"150600"	"0.592416056"	"Hydrochlorothiazide"	"Legg-Calve-Perthes Disease"
"DB01005"	"133690"	"0.592253493"	"Hydroxyurea"	"Exostoses With Anetodermia And Brachydactyly, Type E"
"DB00328"	"133239"	"0.591629059"	"Indomethacin"	"Esophageal Cancer"
"DB00724"	"600263"	"0.591590871"	"Imiquimod"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00710"	"161900"	"0.591487693"	"Ibandronate"	"Renal Failure, Progressive, With Hypertension"
"DB00328"	"212050"	"0.591471381"	"Indomethacin"	"Candidiasis, Familial, 2; Candf2"
"DB00619"	"188470"	"0.591280639"	"Imatinib"	"Thyroid Carcinoma, Follicular; Ftc"
"DB00710"	"607850"	"0.591177655"	"Ibandronate"	"Osteoarthritis Susceptibility 3; Os3"
"DB01005"	"173200"	"0.59105098"	"Hydroxyurea"	"Pityriasis Rubra Pilaris"
"DB00710"	"140600"	"0.590657297"	"Ibandronate"	"Osteoarthritis Susceptibility 2; Os2"
"DB01029"	"215140"	"0.589255352"	"Irbesartan"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB01005"	"114550"	"0.589066068"	"Hydroxyurea"	"Hepatocellular Carcinoma"
"DB01029"	"608320"	"0.588210243"	"Irbesartan"	"Coronary Artery Disease, Autosomal Dominant, 1; Adcad1"
"DB01181"	"155601"	"0.588106677"	"Ifosfamide"	"Melanoma, Cutaneous Malignant, Susceptibility To, 2; Cmm2"
"DB00328"	"184700"	"0.58763868"	"Indomethacin"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB01005"	"182000"	"0.587198506"	"Hydroxyurea"	"Keratosis, Seborrheic"
"DB01029"	"263800"	"0.587084473"	"Irbesartan"	"Gitelman Syndrome"
"DB00724"	"175505"	"0.58608432"	"Imiquimod"	"Polyposis Of Gastric Fundus Without Polyposis Coli"
"DB00999"	"119500"	"0.584913415"	"Hydrochlorothiazide"	"Popliteal Pterygium Syndrome; Pps"
"DB01029"	"266600"	"0.584563001"	"Irbesartan"	"Inflammatory Bowel Disease 1; Ibd1"
"DB01020"	"256370"	"0.583637063"	"Isosorbide Mononitrate"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB01275"	"166300"	"0.583230713"	"Hydralazine"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB01275"	"215140"	"0.583074883"	"Hydralazine"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB00328"	"190400"	"0.581707982"	"Indomethacin"	"Trigeminal Neuralgia"
"DB00808"	"115000"	"0.581350139"	"Indapamide"	"Cardiac Arrhythmia"
"DB01020"	"103780"	"0.580636522"	"Isosorbide Mononitrate"	"Alcohol Dependence"
"DB01005"	"205700"	"0.579390795"	"Hydroxyurea"	"Anemia, Autoimmune Hemolytic"
"DB01050"	"157300"	"0.578892928"	"Ibuprofen"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01005"	"608622"	"0.578576392"	"Hydroxyurea"	"Hypertension, Diastolic, Resistance To"
"DB01050"	"166760"	"0.577634797"	"Ibuprofen"	"Otitis Media, Susceptibility To"
"DB00619"	"273800"	"0.577026967"	"Imatinib"	"Thrombasthenia Of Glanzmann And Naegeli"
"DB00619"	"188050"	"0.575789991"	"Imatinib"	"Thrombosis, Susceptibility To"
"DB00557"	"109350"	"0.575766538"	"Hydroxyzine"	"Gastroesophageal Reflux"
"DB01020"	"210050"	"0.575589587"	"Isosorbide Mononitrate"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00328"	"107320"	"0.573929665"	"Indomethacin"	"Antiphospholipid Syndrome, Familial"
"DB00328"	"135550"	"0.572757734"	"Indomethacin"	"Fibromatosis, Gingival, With Progressive Deafness"
"DB01275"	"104300"	"0.572511108"	"Hydralazine"	"Alzheimer Disease; Ad"
"DB01005"	"146850"	"0.572300549"	"Hydroxyurea"	"Immune Suppression; Is"
"DB00808"	"600807"	"0.571421403"	"Indapamide"	"Asthma, Susceptibility To"
"DB01005"	"607685"	"0.570664494"	"Hydroxyurea"	"Hypereosinophilic Syndrome, Idiopathic; Hes"
"DB00270"	"601367"	"0.570574833"	"Isradipine"	"Stroke, Ischemic"
"DB00999"	"125853"	"0.570448036"	"Hydrochlorothiazide"	"Diabetes Mellitus, Noninsulin-Dependent; Niddm"
"DB00808"	"125851"	"0.567450466"	"Indapamide"	"Maturity-Onset Diabetes Of The Young, Type 2; Mody2"
"DB00808"	"144650"	"0.565904754"	"Indapamide"	"Hyperlipoproteinemia, Type V"
"DB00328"	"164230"	"0.565558947"	"Indomethacin"	"Obsessive-Compulsive Disorder; Ocd"
"DB01005"	"115000"	"0.565274074"	"Hydroxyurea"	"Cardiac Arrhythmia"
"DB00724"	"133690"	"0.565164562"	"Imiquimod"	"Exostoses With Anetodermia And Brachydactyly, Type E"
"DB00710"	"150600"	"0.564128481"	"Ibandronate"	"Legg-Calve-Perthes Disease"
"DB01181"	"260570"	"0.56270443"	"Ifosfamide"	"Pelger-Huet-Like Anomaly And Episodic Fever With Abdominal Pain"
"DB00328"	"600496"	"0.560349185"	"Indomethacin"	"Maturity-Onset Diabetes Of The Young, Type 3; Mody3"
"DB01029"	"144010"	"0.560094261"	"Irbesartan"	"Hypercholesterolemia, Autosomal Dominant, Type B"
"DB01050"	"158280"	"0.559771297"	"Ibuprofen"	"Motion Sickness"
"DB00557"	"300494"	"0.55945093"	"Hydroxyzine"	"Asperger Syndrome, X-Linked, Susceptibility To, 1"
"DB01275"	"181500"	"0.559293317"	"Hydralazine"	"Schizophrenia; Sczd"
"DB00328"	"188050"	"0.558945356"	"Indomethacin"	"Thrombosis, Susceptibility To"
"DB00999"	"247200"	"0.557806816"	"Hydrochlorothiazide"	"Miller-Dieker Lissencephaly Syndrome; Mdls"
"DB00710"	"189600"	"0.557330326"	"Ibandronate"	"Torticollis"
"DB01005"	"175100"	"0.555610186"	"Hydroxyurea"	"Adenomatous Polyposis Of The Colon; Apc"
"DB00328"	"179830"	"0.555321058"	"Indomethacin"	"Renal Tubular Acidosis, Proximal"
"DB00999"	"115645"	"0.555142154"	"Hydrochlorothiazide"	"Cataract, Aberrant Oral Frenula, And Growth Retardation"
"DB01275"	"264120"	"0.555025648"	"Hydralazine"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00328"	"147540"	"0.5542876"	"Indomethacin"	"Insect Stings, Hypersensitivity To"
"DB00619"	"605839"	"0.553977244"	"Imatinib"	"Leiomyomatosis And Renal Cell Cancer, Hereditary"
"DB01029"	"167870"	"0.553202627"	"Irbesartan"	"Panic Disorder 1; Pand1"
"DB00328"	"167320"	"0.552625524"	"Indomethacin"	"Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal"
"DB01050"	"225755"	"0.552420344"	"Ibuprofen"	"Encephalopathy With Intracranial Calcification, Growth Hormone Deficiency,"
"DB00328"	"146500"	"0.552397246"	"Indomethacin"	"Multiple System Atrophy; Msa"
"DB01181"	"304790"	"0.552238229"	"Ifosfamide"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00808"	"157950"	"0.551839985"	"Indapamide"	"Permanent Molars, Secondary Retention Of"
"DB00619"	"147540"	"0.548358211"	"Imatinib"	"Insect Stings, Hypersensitivity To"
"DB01029"	"147480"	"0.548277424"	"Irbesartan"	"Cholestasis, Intrahepatic, Of Pregnancy; Icp"
"DB00710"	"217150"	"0.547652977"	"Ibandronate"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00710"	"259660"	"0.547273527"	"Ibandronate"	"Osteomalacia, Sclerosing, With Cerebral Calcification"
"DB00328"	"241100"	"0.547140579"	"Indomethacin"	"Hypogonadism, Male"
"DB00999"	"145590"	"0.54600772"	"Hydrochlorothiazide"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB01050"	"125853"	"0.545564679"	"Ibuprofen"	"Diabetes Mellitus, Noninsulin-Dependent; Niddm"
"DB00619"	"171300"	"0.544988697"	"Imatinib"	"Pheochromocytoma"
"DB01050"	"144110"	"0.544451245"	"Ibuprofen"	"Hyperhidrosis Palmaris Et Plantaris"
"DB01029"	"104300"	"0.542815865"	"Irbesartan"	"Alzheimer Disease; Ad"
"DB01005"	"231090"	"0.542162412"	"Hydroxyurea"	"Hydatidiform Mole"
"DB00557"	"606798"	"0.542098545"	"Hydroxyzine"	"Blepharospasm, Benign Essential"
"DB00710"	"102100"	"0.540364746"	"Ibandronate"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB01005"	"211980"	"0.540295596"	"Hydroxyurea"	"Lung Cancer"
"DB00619"	"146850"	"0.539554488"	"Imatinib"	"Immune Suppression; Is"
"DB00557"	"137580"	"0.538705498"	"Hydroxyzine"	"Gilles De La Tourette Syndrome; Gts"
"DB00328"	"145200"	"0.536616117"	"Indomethacin"	"Hyperpigmentation Of Fuldauer And Kuijpers"
"DB01050"	"607499"	"0.536472314"	"Ibuprofen"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00458"	"109543"	"0.536380553"	"Imipramine"	"Leukemia, Chronic Lymphocytic, Susceptibility To, 2"
"DB01005"	"206200"	"0.535890162"	"Hydroxyurea"	"Iron-Refractory Iron Deficiency Anemia; Irida"
"DB00328"	"181460"	"0.535472079"	"Indomethacin"	"Schistosoma Mansoni Infection, Susceptibility/Resistance To"
"DB01050"	"608105"	"0.535451312"	"Ibuprofen"	"Epilepsy, Rolandic, With Paroxysmal Exercise-Induced Dystonia And"
"DB00458"	"212110"	"0.53518513"	"Imipramine"	"Cardiomyopathy, Dilated, Autosomal Recessive"
"DB00999"	"208230"	"0.535028376"	"Hydrochlorothiazide"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB01029"	"171300"	"0.533923344"	"Irbesartan"	"Pheochromocytoma"
"DB00557"	"260970"	"0.533866939"	"Hydroxyzine"	"Peripheral Neuropathy, Ataxia, Focal Necrotizing Encephalopathy, And"
"DB00999"	"239350"	"0.533862914"	"Hydrochlorothiazide"	"Hyperphosphatemia, Polyuria, And Seizures"
"DB01005"	"603165"	"0.531690562"	"Hydroxyurea"	"Dermatitis, Atopic"
"DB00328"	"165199"	"0.53144679"	"Indomethacin"	"Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal"
"DB00619"	"603165"	"0.531148967"	"Imatinib"	"Dermatitis, Atopic"
"DB01050"	"190310"	"0.529881803"	"Ibuprofen"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB01005"	"114580"	"0.528880868"	"Hydroxyurea"	"Candidiasis, Familial, 1; Candf1"
"DB00458"	"136200"	"0.528706416"	"Imipramine"	"Flushing Of Ears And Somnolence"
"DB00999"	"181000"	"0.52818139"	"Hydrochlorothiazide"	"Sarcoidosis, Susceptibility To, 1; Ss1"
"DB00328"	"305300"	"0.527528932"	"Indomethacin"	"Endocardial Fibroelastosis"
"DB00724"	"150699"	"0.526340884"	"Imiquimod"	"Leiomyoma, Uterine; Ul"
"DB00557"	"103100"	"0.52547228"	"Hydroxyzine"	"Adie Pupil"
"DB00724"	"254400"	"0.52540971"	"Imiquimod"	"Mycosis Fungoides"
"DB00724"	"145590"	"0.525231221"	"Imiquimod"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB00724"	"155601"	"0.52386863"	"Imiquimod"	"Melanoma, Cutaneous Malignant, Susceptibility To, 2; Cmm2"
"DB00557"	"115000"	"0.523538355"	"Hydroxyzine"	"Cardiac Arrhythmia"
"DB01005"	"600803"	"0.52348585"	"Hydroxyurea"	"Gallbladder Disease 1; Gbd1"
"DB01181"	"601665"	"0.522637413"	"Ifosfamide"	"Obesity"
"DB01050"	"208300"	"0.522438317"	"Ibuprofen"	"Ascites, Chylous"
"DB01005"	"109100"	"0.520776562"	"Hydroxyurea"	"Autoimmune Disease"
"DB01275"	"171300"	"0.51929173"	"Hydralazine"	"Pheochromocytoma"
"DB00557"	"607459"	"0.519245386"	"Hydroxyzine"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB00458"	"131200"	"0.518944201"	"Imipramine"	"Endometriosis, Susceptibility To, 1"
